ticker,date,direction,confidence,entry_price,stop_price,tp1,tp2,spread_cost_pct,slippage_pct,outcome,exit_price,r_multiple,hold_bars,set
AAPL,2022-08-08,BUY,23.1,161.2123,156.5923,169.2082,169.2082,0.03,0.0,TP2_HIT,169.2082,1.7307,5,train
AAPL,2022-08-15,BUY,23.5,169.9072,164.7011,177.4718,177.4718,0.03,0.05,STOP_HIT,164.7011,-1.0,5,train
AAPL,2022-08-22,BUY,23.8,164.2199,159.8171,171.0989,171.0989,0.03,0.0,STOP_HIT,158.3439,-1.3346,5,train
AAPL,2022-08-29,BUY,23.9,159.3546,153.7914,164.9413,164.9413,0.03,0.0,STOP_HIT,153.7914,-1.0,3,train
AAPL,2022-09-06,BUY,23.8,152.1698,146.4469,159.0289,159.0289,0.03,0.0,TP2_HIT,159.0289,1.1985,4,train
AAPL,2022-09-20,BUY,22.7,154.7239,147.3343,163.2793,163.2793,0.03,0.05,STOP_HIT,147.3343,-1.0,3,train
AAPL,2023-02-09,BUY,18.2,147.3699,142.1617,156.925,156.925,0.03,0.0,STOP_HIT,142.1617,-1.0,14,train
AAPL,2023-02-16,BUY,21.6,150.2195,145.6623,159.3186,159.3186,0.03,0.0,STOP_HIT,145.6623,-1.0,3,train
AAPL,2023-02-28,BUY,23.1,144.7767,140.7944,151.3191,151.3191,0.03,0.0,TP2_HIT,151.3191,1.6429,4,train
AAPL,2023-03-07,BUY,23.4,150.7483,144.6339,155.8366,155.8366,0.03,0.05,TP2_HIT,155.8366,0.8322,10,train
AAPL,2023-03-15,BUY,23.4,150.1071,145.6778,157.6419,157.6419,0.03,0.05,TP2_HIT,157.6419,1.7011,5,train
AAPL,2023-03-22,BUY,23.8,156.6871,149.9692,163.0521,163.0521,0.03,0.05,TP2_HIT,163.0521,0.9475,8,train
AAPL,2023-03-29,BUY,23.9,159.3507,153.3298,165.3334,165.3334,0.03,0.05,TP2_HIT,165.3334,0.9936,14,train
AAPL,2023-04-05,BUY,24.2,160.1585,157.1009,167.1823,167.1823,0.03,0.0,TP2_HIT,167.1823,2.2972,16,train
AAPL,2023-04-13,BUY,24.3,162.3694,158.8561,168.9819,168.9819,0.03,0.05,TP2_HIT,168.9819,1.8822,16,train
AAPL,2023-04-20,BUY,24.9,162.8232,160.145,169.7705,169.7705,0.03,0.05,TP2_HIT,169.7705,2.594,11,train
AAPL,2023-04-27,BUY,25.1,166.2168,161.8745,171.5124,171.5124,0.03,0.05,TP2_HIT,171.5124,1.2196,6,train
AAPL,2023-05-04,BUY,25.1,168.5889,159.6531,168.4482,168.4482,0.03,0.0,TP2_HIT,168.4482,-0.0157,1,train
AAPL,2023-05-11,BUY,25.1,171.5145,166.8405,177.1733,177.1733,0.03,0.05,TP2_HIT,177.1733,1.2107,14,train
AAPL,2023-05-18,BUY,25.2,174.2509,168.5944,178.3816,178.3816,0.03,0.05,STOP_HIT,168.5944,-1.0,4,train
AAPL,2023-05-25,BUY,25.7,171.1326,167.5988,174.9645,174.9645,0.03,0.0,TP2_HIT,174.9645,1.0844,2,train
AAPL,2023-06-02,BUY,25.9,180.4152,175.1142,183.2774,183.2774,0.03,0.05,STOP_HIT,175.1142,-1.0,3,train
AAPL,2023-06-12,BUY,25.7,180.5832,176.8546,187.4978,187.4978,0.03,0.05,TP2_HIT,187.4978,1.8545,12,train
AAPL,2023-06-20,BUY,25.8,182.6577,178.2852,188.4003,188.4003,0.03,0.05,TP2_HIT,188.4003,1.3133,8,train
